chrom	start	end	geneid	genename
chr4	48068410	48136267	TXK	NM_003328
chr4	48137800	48271855	TEC	NM_003215
chr4	48343546	48428215	SLAIN2	NM_020846
chr4	48485360	48491543	SLC10A4	NM_152679
chr4	48492269	48496406	ZAR1	NM_175619
chr4	48499374	48782296	FRYL	NM_015030
chr4	48833060	48863834	OCIAD1	NM_017830
chr4	48854026	48862220	OCIAD1-AS1	NR_146806
chr4	48887036	48908791	OCIAD2	NM_001014446
chr4	48988292	49064095	CWH43	NM_025087
chr4	52709166	52783003	DCUN1D4	NM_001287757
chr4	52859818	52886529	LRRC66	NM_001024611
chr4	52886861	52904485	SGCB	NM_000232
chr4	52910971	52913085	LINC02480	NR_147189
chr4	52917470	52963465	SPATA18	NR_123728
chr4	53457127	53525468	USP46	NM_001286768
chr4	53525573	53527665	USP46-AS1	NR_125363
chr4	53578561	53586864	DANCR	NR_145129
chr4	53578849	53578914	MIR4449	NR_039651
chr4	53579416	53579537	SNORA26	NR_003016
chr4	53608720	53617592	ERVMER34-1	NM_001242690
chr4	53656161	53681631	LINC01618	NR_040106
chr4	53728484	53733002	RASL11B	NM_023940
chr4	53739151	54232228	SCFD2	NM_152540
chr4	54243808	54327029	FIP1L1	NM_030917
chr4	54325468	54457653	LNX1	NM_001126328
chr4	54366244	54389443	LNX1-AS1	NR_046622
chr4	54459123	54471548	LNX1-AS2	NR_046827
chr4	54562068	54600525	LOC100506444	NR_125918
chr4	54851666	54853449	RPL21P44	NR_027153
chr4	54875958	54930772	CHIC2	NM_012110
chr4	54966330	54968665	GSX2	NM_133267
chr4	55095460	55164412	PDGFRA	NM_001347828
chr4	55199059	55222271	LINC02283	NR_147160
chr4	55469378	55473298	LINC02260	NR_134657
chr4	55524095	55606881	KIT	NM_001093772
chr4	55944648	55991762	KDR	NM_002253
chr4	56212409	56239266	SRD5A3	NM_024592
chr4	56232768	56251747	SRD5A3-AS1	NR_037969
chr4	56262124	56292342	TMEM165	NR_073070
chr4	56294070	56413076	CLOCK	NM_004898
chr4	56422686	56458412	PDCL2	NM_152401
chr4	56461398	56502960	NMU	NR_120489
chr4	56685950	56703655	EXOC1L	NM_001351574
chr4	56719814	56771252	EXOC1	NM_001024924
chr4	56815111	56899527	CEP135	NM_025009
chr4	57036361	57196890	CRACD	NM_020722
chr4	57204451	57253674	AASDH	NM_001286669
chr4	57259528	57301781	PPAT	NM_002703
chr4	57302426	57330744	PAICS	NM_001079524
chr4	57333783	57369847	SRP72	NM_001267722
chr4	57371375	57390622	ARL9	NM_206919
chr4	57396772	57469673	THEGL	NM_001256475
chr4	57514154	57547872	HOPX	NM_139212
chr4	57676026	57688035	SPINK2	NR_073418
chr4	57774066	57802010	REST	NM_005612
chr4	57829516	57843772	NOA1	NM_032313
chr4	57844806	57897328	POLR2B	NM_001303268
chr4	57896939	57976551	IGFBP7	NM_001553
chr4	57975928	58071465	IGFBP7-AS1	NR_034081
chr4	58292038	58332152	LINC02380	NR_125907
chr4	59390680	59402493	LINC02494	NR_133943
chr4	59850000	59912677	LINC02429	NR_133941
chr4	59852906	59853872	LINC02619	NR_133939
chr4	61788337	61788402	MIR548AG1	NR_039652
chr4	62009374	62019369	LINC02271	NR_147148
chr4	62066948	62944053	ADGRL3	NM_015236
chr4	62937473	63027483	ADGRL3-AS1	NR_110595
chr4	65142018	65275178	TECRL	NM_001363796
chr4	65779999	65870218	LINC02232	NR_033976
chr4	66185281	66536213	EPHA5	NM_001281766
chr4	66535679	66559104	EPHA5-AS1	NR_034138
chr4	67142542	67142646	MIR1269A	NR_031673
chr4	68283023	68287718	LOC101927237	NR_110747
chr4	68334480	68411221	CENPC	NR_155754
chr4	68424445	68473055	STAP1	NM_012108
chr4	68478371	68566873	UBA6	NM_018227
chr4	68566996	68588222	UBA6-AS1	NR_015439
chr4	68602836	68620106	GNRHR	NM_000406
chr4	68686594	68749720	TMPRSS11D	NM_004262
chr4	68775113	68829211	TMPRSS11A	NM_182606
chr4	68857530	68863157	TMPRSS11GP	NR_033737
chr4	68918916	68995587	TMPRSS11F	NM_207407
chr4	68919226	68938951	LOC550113	NR_046116
chr4	68926328	68929015	SYT14P1	NR_027094
chr4	69048010	69078188	FTLP10	NR_015446
chr4	69049847	69083798	TMPRSS11BNL	NR_104048
chr4	69092371	69111412	TMPRSS11B	NM_182502
chr4	69313181	69363322	TMPRSS11E	NM_014058
chr4	69402903	69434245	UGT2B17	NM_001077
chr4	69512315	69536370	UGT2B15	NM_001076
chr4	69916982	69978705	UGT2B7	NM_001349568
chr4	70047818	70082485	LOC105377267	NR_136191
chr4	70065669	70080466	UGT2B11	NM_001073
chr4	70146193	70160768	UGT2B28	NM_053039
chr4	70345883	70391732	UGT2B4	NM_001297616
chr4	70454135	70505360	UGT2A2	NM_001301233
chr4	70454135	70518965	UGT2A1	NM_006798
chr4	70586885	70626338	SULT1B1	NM_014465
chr4	70706930	70725863	SULT1E1	NM_005420
chr4	70796786	70812290	CSN1S1	NM_001890
chr4	70820974	70826729	CSN2	NM_001891
chr4	70861683	70868287	STATH	NM_003154
chr4	70894176	70902255	HTN3	NM_000200
chr4	70916155	70924565	HTN1	NM_001368990
chr4	70933103	70950988	CSN1S2AP	NR_003720
chr4	70999321	71012421	CSN1S2BP	NR_033311
chr4	71019954	71032326	PRR27	NM_214711
chr4	71062244	71070293	ODAM	NM_017855
chr4	71091841	71100968	FDCSP	NM_152997
chr4	71108333	71117145	CSN3	NM_005212
chr4	71200698	71202833	CABS1	NM_033122
chr4	71226477	71232875	SMR3A	NM_012390
chr4	71248848	71255961	SMR3B	NM_006685
chr4	71263657	71275912	OPRPN	NR_126503
chr4	71296209	71348714	MUC7	NM_001145006
chr4	71384286	71398460	AMTN	NM_212557
chr4	71457973	71473004	AMBN	NM_016519
chr4	71494461	71512541	ENAM	NM_031889
chr4	71521258	71532225	JCHAIN	NM_144646
chr4	71554249	71556268	UTP3	NM_020368
chr4	71587681	71674336	RUFY3	NM_001037442
chr4	71681500	71705607	GRSF1	NM_002092
chr4	71768086	71853885	MOB1B	NM_173468
chr4	71859366	71896629	DCK	NM_000788
chr4	72052976	72437800	SLC4A4	NM_001098484
chr4	72607411	72671237	GC	NM_001204306
chr4	72897521	73013918	NPFFR2	NM_004885
chr4	73146686	73434938	ADAMTS3	NM_014243
chr4	73918079	73935433	COX18	NM_173827
chr4	73939093	74124515	ANKRD17	NM_032217
chr4	74270004	74287199	ALB	NM_000477
chr4	74301938	74321891	AFP	NM_001354717
chr4	74347462	74369718	AFM	NM_001133
chr4	74374520	74394250	LINC02499	NR_046377
chr4	74437267	74486348	RASSF6	NM_001270392
chr4	74606286	74609433	CXCL8	NM_000584
chr4	74702395	74704477	CXCL6	NM_002993
chr4	74719013	74720200	PF4V1	NM_002620
chr4	74735110	74737025	CXCL1	NR_046035
chr4	74846542	74847841	PF4	NM_001363352
chr4	74852156	74853907	PPBP	NM_002704
chr4	74861359	74864394	CXCL5	NM_002994
chr4	74902308	74904406	CXCL3	NM_002090
chr4	74919755	74921116	PPBPP2	NR_026769
chr4	74962757	74964912	CXCL2	NM_002089
chr4	75023825	75168814	MTHFD2L	NM_001144978
chr4	75174187	75182503	EPGN	NR_073117
chr4	75230862	75254464	EREG	NM_001432
chr4	75310853	75320721	AREG	NM_001657
chr4	75669970	75719733	BTC	NM_001316963
chr4	75858326	75975323	PARM1	NM_015393
chr4	75881184	75895572	PARM1-AS1	NR_121617
chr4	76007136	76009918	LINC02562	NR_149051
chr4	76279286	76287776	LINC02483	NR_033964
chr4	76404247	76439640	RCHY1	NM_001278539
chr4	76439683	76472532	THAP6	NR_133920
chr4	76481258	76491103	ODAPH	NM_001257072
chr4	76501706	76555712	CDKL2	NM_001330724
chr4	76567953	76598667	G3BP2	NM_203505
chr4	76649706	76735442	USO1	NM_001290049
chr4	76781020	76823605	PPEF2	NM_006239
chr4	76831808	76862166	NAAA	NM_001042402
chr4	76871059	76912115	SDAD1	NM_001288984
chr4	76901943	76927094	LOC101928809	NR_125906
chr4	76922428	76928662	CXCL9	NM_002416
chr4	76932333	77033955	ART3	NM_001130017
chr4	76942271	76944650	CXCL10	NM_001565
chr4	76954840	76957223	CXCL11	NM_001302123
chr4	77035812	77069668	NUP54	NR_103781
chr4	77079892	77134977	SCARB2	NM_001204255
chr4	77135193	77204936	FAM47E	NM_001242936
chr4	77172853	77232283	FAM47E-STBD1	NM_001242939
chr4	77227179	77232283	STBD1	NM_003943
chr4	77234192	77328458	CCDC158	NM_001042784
chr4	77356382	77704405	SHROOM3	NM_020859
chr4	77494721	77494785	MIR4450	NR_039654
chr4	77496704	77496779	MIR548AH	NR_039655
chr4	77815305	77819297	SOWAHB	NM_001029870
chr4	77870905	77959768	SEPTIN11	NM_001306147
chr4	77968308	77997142	CCNI	NM_006835
chr4	78078360	78091213	CCNG2	NM_004354
chr4	78432907	78532988	CXCL13	NM_006419
chr4	78634541	78741423	CNOT6L	NM_001365006
chr4	78783984	78873939	MRPL1	NM_020236
chr4	78978477	79465423	FRAS1	NM_025074
chr4	79210139	79210204	SNORD161	NR_145782
chr4	79472924	79531599	ANXA3	NM_005139
chr4	79567148	79605655	LINC01094	NR_038306
chr4	79697532	79833341	BMP2K	NM_198892
chr4	79833032	79860592	PAQR3	NM_001350105
chr4	79892902	80229953	LINC01088	NR_038342
chr4	80237801	80247215	NAA11	NM_032693
chr4	80327515	80329382	GK2	NM_033214
chr4	80413747	80497614	LINC00989	NR_038826
chr4	80748625	80784401	PCAT4	NR_026555
chr4	80822300	80994626	ANTXR2	NM_001286780
chr4	81106424	81125482	PRDM8	NM_020226
chr4	81187742	81212171	FGF5	NM_033143
chr4	81256874	81884910	CFAP299	NM_001206997
chr4	81951862	81978786	BMP3	NM_001201
chr4	82008532	82136376	PRKG2	NM_001282485
chr4	82086094	82114549	LOC101928942	NR_125908
chr4	82347547	82393061	RASGEF1B	NM_001300735
chr4	83273651	83295144	HNRNPD	NM_031370
chr4	83343717	83351378	HNRNPDL	NM_001207000
chr4	83351743	83382330	ENOPH1	NM_021204
chr4	83404329	83483406	TMEM150C	NM_001353454
chr4	83534266	83542590	LINC00575	NR_024087
chr4	83550692	83719949	SCD5	NM_001037582
chr4	83674490	83674583	MIR575	NR_030301
chr4	83739662	83821724	SEC31A	NM_001318120
chr4	83814605	83822069	THAP9-AS1	NR_034075
chr4	83817006	83817081	SNORD143	NR_132759
chr4	83819293	83819378	SNORD144	NR_132760
chr4	83821803	83841122	THAP9	NM_001317776
chr4	83845757	83934094	LIN54	NM_001115007
chr4	83956336	83996971	COPS4	NM_001258006
chr4	84011208	84035882	PLAC8	NM_016619
chr4	84184977	84206287	COQ2	NM_015697
chr4	84213614	84256306	HPSE	NM_001166498
chr4	84328496	84377036	HELQ	NM_001297755
chr4	84377211	84383448	MRPS18C	NM_016067
chr4	84380670	84406253	ABRAXAS1	NM_139076
chr4	84457067	84527027	GPAT3	NM_001256422
chr4	84889235	85220322	LOC101928978	NR_125909
chr4	85414436	85419387	NKX6-1	NM_006168
chr4	85504280	85572487	CDS1	NM_001263
chr4	85590702	85887843	WDFY3	NM_014991
chr4	85886769	85929896	WDFY3-AS2	NR_152771
chr4	86396303	86923819	ARHGAP24	NM_001025616
chr4	86643621	86643686	MIR4451	NR_039656
chr4	86931587	87374348	MAPK10	NM_002753
chr4	87040959	87141079	MAPK10-AS1	NR_110879
chr4	87463635	87463705	MIR4452	NR_039657
chr4	87515468	87736328	PTPN13	NM_080685
chr4	87744621	87770537	SLC10A6	NM_197965
chr4	87797358	87813575	C4orf36	NM_144645
chr4	87846046	87856002	AFF1-AS1	NR_038841
chr4	87856154	88062206	AFF1	NM_001166693
chr4	88081256	88141770	KLHL8	NM_020803
chr4	88221647	88221735	MIR5705	NR_049891
chr4	88224947	88244034	HSD17B13	NM_178135
chr4	88257668	88312340	HSD17B11	NM_016245
chr4	88343725	88380607	NUDT9	NM_024047
chr4	88394482	88450655	SPARCL1	NM_001291977
chr4	88529681	88538025	DSPP	NM_014208
chr4	88571432	88585509	DMP1	NM_001079911
chr4	88720706	88733586	IBSP	NM_004967
chr4	88742550	88767968	MEPE	NM_001184694
chr4	88896802	88904563	SPP1	NM_001251829
chr4	88928787	88998929	PKD2	NR_156488
chr4	89011416	89152778	ABCG2	NM_001348985
chr4	89178772	89205713	PPM1K	NM_152542
chr4	89206082	89262809	PPM1K-DT	NR_134238
chr4	89299891	89364249	HERC6	NM_001165136
chr4	89378270	89427314	HERC5	NM_016323
chr4	89442129	89444952	PIGY	NM_001042616
chr4	89442150	89444927	PYURF	NM_032906
chr4	89444961	89446148	PIGY-DT	NR_134662
chr4	89444994	89629688	HERC3	NM_001375482
chr4	89617064	89618980	NAP1L5	NM_153757
chr4	89630940	89651254	FAM13A-AS1	NR_002806
chr4	89647111	89978336	FAM13A	NM_014883
chr4	90033968	90036052	TIGD2	NM_145715
chr4	90157534	90228951	GPRIN3	NM_198281
chr4	90645250	90759455	SNCA	NM_001146055
chr4	90757552	90763142	SNCA-AS1	NR_045481
chr4	90800662	90875761	MMRN1	NM_001371403
chr4	91048684	92523370	CCSER1	NM_001145065
chr4	93183649	93198453	LNCPRESS2	NR_125920
chr4	93225117	94695717	GRID2	NM_001510
chr4	94749904	94752115	ATOH1	NM_005172
chr4	95038971	95128707	LOC101929210	NR_125922
chr4	95128759	95212443	SMARCAD1	NM_001128430
chr4	95219686	95263987	HPGDS	NM_014485
chr4	95373008	95589378	PDLIM5	NM_001256425
chr4	95664819	95678684	BMPR1B-DT	NR_121610
chr4	95679106	96079594	BMPR1B	NM_001203
chr4	96083656	96470124	UNC5C	NM_003728
chr4	96761244	96762615	PDHA2	NM_005390
chr4	97231854	97739566	LINC02267	NR_147149
chr4	98288077	98411315	STPG2-AS1	NR_102713
chr4	98480023	99064627	STPG2	NM_174952
chr4	99182535	99365009	RAP1GDS1	NM_001100427
chr4	99391518	99579762	TSPAN5	NM_005723
chr4	99580053	99585702	LOC105377342	NR_148380
chr4	99792835	99851788	EIF4E	NM_001331017
chr4	99916872	99983960	METAP1	NM_015143
chr4	99918538	99918611	MIR3684	NR_037455
chr4	99992130	100009939	ADH5	NM_000671
chr4	100010008	100222513	LOC100507053	NR_037884
chr4	100044808	100065449	ADH4	NM_000670
chr4	100081751	100082804	PCNAP1	NR_028270
chr4	100123796	100140403	ADH6	NM_000672
chr4	100197526	100212142	ADH1A	NM_000667
chr4	100226128	100242558	ADH1B	NM_000668
chr4	100257654	100273903	ADH1C	NM_000669
chr4	100333418	100356667	ADH7	NM_000673
chr4	100432178	100463460	C4orf17	NM_032149
chr4	100467868	100485196	TRMT10A	NM_001134665
chr4	100485235	100545154	MTTP	NM_000253
chr4	100557688	100575836	C4orf54	NM_001354435
chr4	100737984	100791346	DAPP1	NM_001306151
chr4	100799495	100815703	LAMTOR3	NM_001243736
chr4	100817407	100867775	DNAJB14	NM_001278310
chr4	100869246	100871432	H2AZ1	NM_002106
chr4	100871651	100958862	H2AZ1-DT	NR_125923
chr4	101107027	101111625	DDIT4L	NM_145244
chr4	101111190	101136662	LOC101929353	NR_125924
chr4	101316284	101316404	SNORA101A	NR_135619
chr4	101316498	101439179	EMCN	NM_016242
chr4	101581436	101596270	LINC01216	NR_046811
chr4	101944575	102268683	PPP3CA	NM_001130691
chr4	102161952	102162029	MIR8066	NR_107033
chr4	102251459	102251571	MIR1255A	NR_031656
chr4	102268934	102270040	FLJ20021	NR_033874
chr4	102711764	102995969	BANK1	NM_001127507
chr4	103172198	103266410	SLC39A8	NM_001135147
chr4	103339759	103423643	LOC105377621	NR_136202
chr4	103422516	103538459	NFKB1	NM_001165412
chr4	103551927	103682125	MANBA	NM_005908
chr4	103698194	103720732	LOC102723704	NR_125932
chr4	103715540	103790050	UBE2D3	NM_181893
chr4	103749212	103765263	UBE2D3-AS1	NR_131186
chr4	103790149	103813963	CISD2	NM_001008388
chr4	103806207	103940862	SLC9B1	NM_001100874
chr4	103939186	103998476	SLC9B2	NM_001370201
chr4	103998749	104020991	BDH2	NM_020139
chr4	104026968	104119500	CENPE	NM_001286734
chr4	104346199	104360885	LINC02428	NR_125925
chr4	104507190	104641142	TACR3	NM_001059
chr4	105389467	105416051	CXXC4	NM_025212
chr4	105412122	105618749	CXXC4-AS1	NR_125926
chr4	106067842	106200960	TET2	NM_001127208
chr4	106092511	106274038	TET2-AS1	NR_126420
chr4	106290234	106395227	PPA2	NM_176866
chr4	106473777	106602071	ARHGEF38	NM_001242729
chr4	106482748	106491392	ARHGEF38-IT1	NR_046840
chr4	106603785	106629881	INTS12	NM_001142471
chr4	106629941	106768882	GSTCD	NM_024751
chr4	106736302	106748329	GSTCD-AS1	NR_125927
chr4	106816628	106892828	NPNT	NM_001184690
chr4	106924474	106943635	LOC101929577	NR_125928
chr4	106962756	107237840	TBCK	NM_001163436
chr4	107236767	107270381	AIMP1	NM_001142415
chr4	107279340	107288592	GIMD1	NM_001195138
chr4	107354781	107374604	LINC02173	NR_147150
chr4	107842959	107957470	DKK2	NM_014421
chr4	108534822	108641390	PAPSS1	NM_005443
chr4	108745719	108836203	SGMS2	NM_001136258
chr4	108784635	108853275	LOC101929595	NR_125929
chr4	108852705	108874617	CYP2U1	NM_183075
chr4	108911045	108956327	HADH	NM_001184705
chr4	108968701	109090112	LEF1	NM_001130713
chr4	109088681	109097586	LEF1-AS1	NR_029374
chr4	109459346	109541613	RPL34-AS1	NR_026968
chr4	109478389	109481548	LOC101929621	NR_134679
chr4	109541714	109551639	RPL34	NM_000995
chr4	109571741	109588978	OSTC	NM_001267817
chr4	109663209	109684209	ETNPPL	NM_001146590
chr4	109729883	110223814	COL25A1	NM_198721
chr4	110224191	110237291	COL25A1-DT	NR_160939
chr4	110351119	110354973	SEC24B-AS1	NR_039978
chr4	110354971	110462039	SEC24B	NM_006323
chr4	110409854	110409951	MIR576	NR_030302
chr4	110481402	110609875	MCUB	NM_017918
chr4	110609784	110624601	CASP6	NR_133012
chr4	110631145	110651226	PLA2G12A	NM_030821
chr4	110652138	110723155	CFI	NM_001375278
chr4	110736666	110745893	GAR1	NM_032993
chr4	110749128	110766097	RRH	NM_006583
chr4	110769263	110793471	LRIT3	NM_198506
chr4	110834039	110934922	EGF	NM_001178130
chr4	110967003	111119771	ELOVL6	NM_001130721
chr4	111397311	111486441	ENPEP	NM_001977
chr4	111516669	111536614	PANCR	NR_147203
chr4	111538580	111563279	PITX2	NM_001204398
chr4	111781738	111781803	MIR297	NR_030643
chr4	113066610	113116412	FAM241A	NM_152400
chr4	113152943	113194266	AP1AR	NM_001128426
chr4	113195693	113207060	TIFA	NM_052864
chr4	113218499	113363764	ALPK1	NM_001253884
chr4	113434672	113437336	NEUROG2	NM_024019
chr4	113436535	113468040	NEUROG2-AS1	NR_161159
chr4	113460489	113558151	ZGRF1	NM_018392
chr4	113558120	113578748	LARP7	NM_001267039
chr4	113567876	113571207	MIR302CHG	NR_146092
chr4	113569030	113569097	MIR367	NR_029860
chr4	113569160	113569227	MIR302D	NR_029859
chr4	113569339	113569407	MIR302A	NR_029835
chr4	113569519	113569586	MIR302C	NR_029858
chr4	113569641	113569713	MIR302B	NR_029857
chr4	113627174	114304896	ANK2	NM_001354269
chr4	114028019	114028111	MIR1243	NR_031641
chr4	114073438	114073518	MIR8082	NR_107049
chr4	114372188	114683083	CAMK2D	NM_172127
chr4	114821440	114900803	ARSJ	NM_001354211
chr4	115519558	115599381	UGT8	NM_001322113
chr4	115577915	115578010	MIR577	NR_030303
chr4	115748923	116034776	NDST4	NM_022569
chr4	117220881	117220924	MIR1973	NR_031737
chr4	118004710	118006732	TRAM1L1	NM_152402
chr4	118235753	118281795	LINC02262	NR_147151
chr4	118281808	118294005	LINC02263	NR_147153
chr4	118349554	118610258	LINC01378	NR_125757
chr4	118755556	118791103	LINC02264	NR_147154
chr4	118954477	119179789	NDST3	NR_146513
chr4	119199917	119200978	SNHG8	NR_034011
chr4	119200345	119200475	SNORA24	NR_002963
chr4	119201193	119274158	PRSS12	NM_003619
chr4	119437480	119475359	CEP170P1	NR_003135
chr4	119512899	119556180	LOC729218	NR_109983
chr4	119585243	119606496	METTL14-DT	NR_125930
chr4	119606547	119636585	METTL14	NM_020961
chr4	119643978	119757281	SEC24D	NM_001318066
chr4	119771836	119982402	SYNPO2	NM_001286754
chr4	120056987	120108944	MYOZ2	NM_016599
chr4	120113928	120133799	LOC101929762	NR_125931
chr4	120133782	120216673	USP53	NM_019050
chr4	120217574	120225600	C4orf3	NM_001170330
chr4	120238405	120243293	FABP2	NM_000134
chr4	120326678	120331815	LINC01061	NR_037596
chr4	120370725	120375783	GTF2IP12	NR_135112
chr4	120375938	120420747	LOC645513	NR_037630
chr4	120415558	120549959	PDE5A	NM_001083
chr4	120720261	120725670	LINC01365	NR_110660
chr4	120860695	120885448	LINC02502	NR_121639
chr4	120976778	120988003	MAD2L1	NM_002358
chr4	121613068	121844021	PRDM5	NM_001300824
chr4	121956768	121993690	NDNF	NM_024574
chr4	122052564	122148638	TNIP3	NM_001244764
chr4	122249797	122302173	QRFPR	NM_198179
chr4	122589101	122618135	ANXA5	NM_001154
chr4	122680085	122686555	TMEM155	NM_001317837
chr4	122685740	122687963	PP12613	NR_024365
chr4	122722478	122738176	EXOSC9	NM_005033
chr4	122737599	122745038	CCNA2	NM_001237
chr4	122745484	122791629	BBS7	NM_176824
chr4	122795636	122873215	TRPC3	NM_001130698
chr4	123091758	123283914	KIAA1109	NM_015312
chr4	123300166	123350939	ADAD1	NM_139243
chr4	123372626	123377650	IL2	NM_000586
chr4	123531263	123542221	IL21	NM_021803
chr4	123540138	123610311	IL21-AS1	NR_104126
chr4	123651344	123653613	CETN4P	NR_024041
chr4	123653857	123666098	BBS12	NM_001178007
chr4	123747863	123819391	FGF2	NM_002006
chr4	123813732	123844123	NUDT6	NM_198041
chr4	123844233	124240587	SPATA5	NM_145207
chr4	124317950	124324909	SPRY1	NM_199327
chr4	124571146	124851933	LINC01091	NR_027105
chr4	125421097	125479589	LINC02516	NR_110838
chr4	125585203	125633887	ANKRD50	NM_001167882
chr4	126236110	126414087	FAT4	NM_001291285
chr4	126428414	126428462	MIR2054	NR_031746
chr4	128554112	128647892	INTU	NM_015693
chr4	128651555	128695447	SLC25A31	NM_001318467
chr4	128702951	128761888	HSPA4L	NM_001317381
chr4	128802048	128820377	PLK4	NM_014264
chr4	128838887	128887118	MFSD8	NM_001371590
chr4	128886561	128961082	ABHD18	NM_001319306
chr4	128982467	129144081	LARP1B	NR_146772
chr4	129190397	129208968	PGRMC2	NM_006320
chr4	129349171	129440551	LINC02615	NR_125882
chr4	129730855	129796379	JADE1	NM_001287437
chr4	129805148	130014694	SCLT1	NM_144643
chr4	130014867	130037791	C4orf33	NM_173487
chr4	130645326	130692633	LINC02466	NR_110753
chr4	130692774	130876523	LINC02465	NR_151713
chr4	131297516	131309226	LINC02479	NR_147186
chr4	132685993	132712637	SNHG27	NR_125884
chr4	133512244	133599655	LINC01256	NR_126401
chr4	134015016	134070271	LOC101927359	NR_125885
chr4	134070449	134115855	PCDH10	NM_032961
chr4	135117488	135122944	PABPC4L	NM_001363585
chr4	135345023	135466659	LINC02462	NR_147155
chr4	136034240	136044714	LINC02485	NR_147187
chr4	136788138	136834835	LINC00613	NR_103763
chr4	137717057	138133953	LINC02511	NR_149105
chr4	138114910	138121102	LINC02510	NR_134640
chr4	138440073	138453648	PCDH18	NM_019035
chr4	138466885	138524584	LINC02172	NR_146553
chr4	138948577	139051839	LINC00616	NR_037866
chr4	139010168	139099331	SLC7A11-AS1	NR_038380
chr4	139085251	139163503	SLC7A11	NM_014331
chr4	139230865	139345498	LINC00499	NR_051987
chr4	139741111	139933800	LOC105377448	NR_133945
chr4	139936935	139967093	NOCT	NM_012118
chr4	139978374	140098372	ELF2	NM_001331036
chr4	140187319	140201379	MGARP	NM_032623
chr4	140211071	140223705	NDUFC1	NM_001184990
chr4	140222659	140312538	NAA15	NM_057175
chr4	140372829	140375195	LOC107984036	NR_159963
chr4	140375275	140397763	RAB33B	NM_031296
chr4	140417089	140477923	SETD7	NM_001306199
chr4	140586922	140661899	MGST2	NM_001204367
chr4	140637907	141075338	MAML3	NM_018717
chr4	141049169	141060011	LOC101927516	NR_147610
chr4	141178462	141306882	SCOC	NM_032547
chr4	141204880	141294546	SCOC-AS1	NR_033939
chr4	141309607	141348815	CLGN	NM_001130675
chr4	141363416	141419447	MGAT4D	NM_001277353
chr4	141445322	141474924	ELMOD2	NM_153702
chr4	141480586	141490115	UCP1	NM_021833
chr4	141541936	141677539	TBC1D9	NM_015130
chr4	141562345	141564234	TNRC18P1	NR_077215
chr4	141780961	142054623	RNF150	NM_020724
chr4	142142049	142155850	ZNF330	NM_001292002
chr4	142242278	142253771	LINC02432	NR_121625
chr4	142557736	142655140	IL15	NM_000585
chr4	142944313	143767688	INPP4B	NM_001101669
chr4	144098813	144106014	LOC105377623	NR_136203
chr4	144106070	144145027	USP38	NM_032557
chr4	144258029	144395718	GAB1	NM_207123
chr4	144264613	144264688	MIR3139	NR_036091
chr4	144434625	144435990	SMARCA5-AS1	NR_104027
chr4	144434855	144478639	SMARCA5	NM_003601
chr4	144480625	144482613	GUSBP5	NR_003675
chr4	144498455	144621828	FREM3	NM_001168235
chr4	144738947	144750501	LOC105377458	NR_134680
chr4	144792017	144826712	GYPE	NM_198682
chr4	144833484	144903605	LOC101927636	NR_125886
chr4	144917257	144940533	GYPB	NM_002100
chr4	145030456	145061871	GYPA	NM_001308187
chr4	145564068	145567171	HHIP-AS1	NR_037595
chr4	145567308	145666423	HHIP	NM_022475
chr4	145915727	146019693	ANAPC10	NM_001256708
chr4	146019463	146050676	ABCE1	NM_001040876
chr4	146054802	146101741	OTUD4	NM_001366057
chr4	146256415	146261571	LINC02266	NR_147156
chr4	146402458	146480325	SMAD1	NM_001354812
chr4	146418201	146424132	SMAD1-AS2	NR_108077
chr4	146435730	146438346	SMAD1-AS1	NR_126371
chr4	146540537	146581185	MMAA	NM_172250
chr4	146601356	146653948	C4orf51	NM_001080531
chr4	146678779	146859975	ZNF827	NM_001306215
chr4	147030607	147043065	LINC01095	NR_038331
chr4	147096870	147112687	LSM6	NM_007080
chr4	147135690	147153419	REELD1	NM_001354631
chr4	147175133	147443092	SLC10A7	NM_001317816
chr4	147329735	147329840	MIR7849	NR_107003
chr4	147560045	147563624	POU4F2	NM_004575
chr4	147627790	147867038	TTC29	NM_031956
chr4	148265781	148265869	MIR548G	NR_031662
chr4	148402069	148466106	EDNRA	NM_001166055
chr4	148538548	148557872	TMEM184C	NM_018241
chr4	148558936	148605381	PRMT9	NM_001304458
chr4	148653239	148993927	ARHGAP10	NM_024605
chr4	148703746	148703819	MIR4799	NR_039962
chr4	148999915	149365850	NR3C2	NM_001354819
chr4	149862098	149863530	LOC105377480	NR_134681
chr4	150075447	150199274	LINC02355	NR_125887
chr4	150272861	150736995	IQCM	NM_001363507
chr4	150999597	151178585	DCLK2	NM_001040261
chr4	151185588	151936879	LRBA	NM_001367550
chr4	151500241	151502385	LOC729558	NR_149035
chr4	151503303	151505845	MAB21L2	NM_006439
chr4	152020780	152025794	RPS3A	NM_001006
chr4	152023209	152023283	SNORD73B	NR_145963
chr4	152024979	152025043	SNORD73A	NR_000007
chr4	152041433	152149061	SH3D19	NM_001243349
chr4	152198325	152213014	PRSS48	NM_001353611
chr4	152330328	152591655	FAM160A1	NM_001348694
chr4	152591661	152682159	GATB	NM_004564
chr4	153021905	153025868	LINC02273	NR_121628
chr4	153241696	153457244	FBXW7	NM_001349798
chr4	153258807	153259248	FBXW7-AS1	NR_104273
chr4	153410479	153410568	MIR3140	NR_036092
chr4	153457416	153460415	MIR4453HG	NR_033797
